-0.020000, 0.000000, -0.130000, -0.004210, -0.034677, 0.117964,1.28369e-06, 2.26535e-317
-0.020000, 0.000000, -0.125000, -0.007560, -0.030868, 0.116877,1.28448e-06, 2.26535e-317
-0.020000, 0.000000, -0.120000, -0.010886, -0.027070, 0.115767,1.28772e-06, 2.26535e-317
-0.020000, 0.005000, -0.135000, 0.002262, -0.035226, 0.117034,1.2909e-06, 2.26535e-317
-0.020000, 0.005000, -0.130000, -0.000924, -0.031659, 0.116600,1.29334e-06, 2.26535e-317
-0.020000, 0.005000, -0.125000, -0.004253, -0.028123, 0.116738,1.29491e-06, 2.26535e-317
-0.020000, 0.005000, -0.120000, -0.007586, -0.024119, 0.114663,1.29257e-06, 2.26535e-317
-0.020000, 0.010000, -0.135000, 0.005843, -0.032261, 0.116644,1.29589e-06, 2.26535e-317
-0.020000, 0.010000, -0.130000, 0.002594, -0.028538, 0.115665,1.29845e-06, 2.26535e-317
-0.020000, 0.010000, -0.125000, -0.000758, -0.024799, 0.114922,1.30011e-06, 2.26535e-317
-0.020000, 0.010000, -0.120000, -0.004124, -0.021165, 0.114561,1.29401e-06, 2.26535e-317
-0.020000, 0.015000, -0.135000, 0.009336, -0.029071, 0.115391,1.29701e-06, 2.26535e-317
-0.020000, 0.015000, -0.130000, 0.006101, -0.025452, 0.114756,1.29914e-06, 2.26535e-317
-0.020000, 0.015000, -0.125000, 0.002750, -0.021734, 0.113971,1.30021e-06, 2.26535e-317
-0.020000, 0.015000, -0.120000, -0.000639, -0.018067, 0.113057,1.29219e-06, 2.26535e-317
-0.020000, 0.020000, -0.135000, 0.012857, -0.025952, 0.114360,1.29444e-06, 2.26535e-317
-0.020000, 0.020000, -0.130000, 0.009676, -0.022447, 0.114214,1.29563e-06, 2.26535e-317
-0.020000, 0.020000, -0.125000, 0.006238, -0.018635, 0.112692,1.29552e-06, 2.26535e-317
-0.020000, 0.020000, -0.120000, 0.002857, -0.015015, 0.111990,1.28734e-06, 2.26535e-317
-0.020000, 0.025000, -0.135000, 0.016584, -0.023148, 0.114823,1.28846e-06, 2.26535e-317
-0.020000, 0.025000, -0.130000, 0.013171, -0.019324, 0.112952,1.28827e-06, 2.26535e-317
-0.020000, 0.025000, -0.125000, 0.009832, -0.015715, 0.112619,1.28649e-06, 2.26535e-317
-0.020000, 0.025000, -0.120000, 0.006401, -0.011996, 0.111196,1.27974e-06, 2.26535e-317
-0.020000, 0.030000, -0.135000, 0.019949, -0.019825, 0.112924,1.27943e-06, 2.26535e-317
-0.020000, 0.030000, -0.130000, 0.016757, -0.016287, 0.112230,1.27753e-06, 2.26535e-317
-0.020000, 0.030000, -0.125000, 0.013408, -0.012682, 0.111806,1.27366e-06, 2.26535e-317
-0.020000, 0.030000, -0.120000, 0.009949, -0.009025, 0.110384,1.26974e-06, 2.26535e-317
-0.020000, 0.035000, -0.135000, 0.023316, -0.016731, 0.111445,1.26777e-06, 2.26535e-317
-0.020000, 0.035000, -0.130000, 0.020242, -0.013280, 0.111197,1.26389e-06, 2.26535e-317
-0.020000, 0.035000, -0.125000, 0.016836, -0.009686, 0.110515,1.25767e-06, 2.26535e-317
-0.020000, 0.035000, -0.120000, 0.013456, -0.006095, 0.109661,1.25771e-06, 2.26535e-317
-0.020000, 0.040000, -0.135000, 0.026960, -0.013789, 0.111024,1.25393e-06, 2.26535e-317
-0.020000, 0.040000, -0.130000, 0.023892, -0.010351, 0.111009,1.24792e-06, 2.26535e-317
-0.020000, 0.040000, -0.125000, 0.020276, -0.006646, 0.109273,1.23918e-06, 2.26535e-317
-0.020000, 0.040000, -0.120000, 0.017017, -0.003125, 0.108975,1.24405e-06, 2.26535e-317
-0.020000, 0.045000, -0.135000, 0.030663, -0.010808, 0.110599,1.23838e-06, 2.26535e-317
-0.020000, 0.045000, -0.130000, 0.027396, -0.007285, 0.109839,1.23017e-06, 2.26535e-317
-0.020000, 0.045000, -0.125000, 0.023861, -0.003688, 0.108636,1.21888e-06, 2.26535e-317
-0.020000, 0.045000, -0.120000, 0.020773, -0.000122, 0.109121,1.22916e-06, 2.26535e-317
-0.020000, 0.050000, -0.135000, 0.034208, -0.007571, 0.109216,1.22158e-06, 2.26535e-317
-0.020000, 0.050000, -0.130000, 0.030722, -0.004224, 0.108217,1.2112e-06, 2.26535e-317
-0.020000, 0.050000, -0.125000, 0.027549, -0.000694, 0.108293,1.19742e-06, 2.26535e-317
-0.020000, 0.050000, -0.120000, 0.024271, 0.002889, 0.108004,1.21341e-06, 2.26535e-317
-0.020000, 0.055000, -0.135000, 0.037946, -0.004363, 0.108579,1.204e-06, 2.26535e-317
-0.020000, 0.055000, -0.130000, 0.034366, -0.001201, 0.107649,1.19154e-06, 2.26535e-317
-0.020000, 0.055000, -0.125000, 0.031190, 0.002304, 0.107695,1.17542e-06, 2.26535e-317
-0.020000, 0.055000, -0.120000, 0.027898, 0.005903, 0.107348,1.19717e-06, 2.26535e-317
-0.020000, 0.060000, -0.135000, 0.041738, -0.001304, 0.108116,1.18603e-06, 2.26535e-317
-0.020000, 0.060000, -0.130000, 0.038289, 0.001772, 0.107742,1.17165e-06, 2.26535e-317
-0.020000, 0.060000, -0.125000, 0.034731, 0.005266, 0.106838,1.15341e-06, 2.26535e-317
-0.020000, 0.060000, -0.120000, 0.031501, 0.008830, 0.106709,1.18076e-06, 2.26535e-317
-0.020000, 0.065000, -0.135000, 0.045387, 0.001725, 0.107514,1.16806e-06, 2.26535e-317
-0.020000, 0.065000, -0.130000, 0.041929, 0.004752, 0.107108,1.15197e-06, 2.26535e-317
-0.020000, 0.065000, -0.125000, 0.038580, 0.008295, 0.106725,1.13187e-06, 2.26535e-317
-0.020000, 0.065000, -0.120000, 0.035239, 0.011851, 0.106261,1.16449e-06, 2.26535e-317
-0.020000, 0.070000, -0.135000, 0.048342, 0.004691, 0.105110,1.1504e-06, 2.26535e-317
-0.020000, 0.070000, -0.130000, 0.045543, 0.007779, 0.106268,1.13284e-06, 2.26535e-317
-0.020000, 0.070000, -0.125000, 0.042477, 0.011368, 0.106599,1.11119e-06, 2.26535e-317
